,Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots,latitude,longitude,Count
3589,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,10/13/1995,ATLANTIC COAST AIRLINES,DC,Descent,Small,Unknown bird - small,Dawn,0,0,0,210.0,38.9531,-77.4565,256
3590,DALLAS/FORT WORTH INTL ARPT,EMB-120,None,10/14/1995,ATLANTIC SOUTHEAST,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
3591,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/14/1995,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,130.0,32.8998,-97.0403,908
3592,ATLANTA INTL,MD-88,None,10/14/1995,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,160.0,33.6407,-84.4277,211
3593,LAMBERT-ST LOUIS INTL,MD-80,None,10/14/1995,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,38.7499,-90.3748,189
3594,CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,10/14/1995,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,200.0,35.2144,-80.9473,269
3595,BALTIMORE WASH INTL,B-737,Minor,10/16/1995,US AIRWAYS*,Maryland,Landing Roll,Large,White-tailed deer,Night,0,0,0,,39.17329,-76.68408,201
3596,ORLANDO INTL,B-767-300,None,10/16/1995,DELTA AIR LINES,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0,28.4179,-81.3041,153
3597,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-300,None,10/16/1995,UNITED AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0,39.0508,-84.6673,263
3598,LOS ANGELES INTL,B-767-200,None,10/16/1995,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,230.0,33.9416,-118.4085,166
3599,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,10/17/1995,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0,39.0508,-84.6673,263
3600,NEWARK LIBERTY INTL ARPT,MD-80,None,10/17/1995,AMERICAN AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,220.0,40.6895,-74.1745,206
3601,LAGUARDIA NY,DHC8 DASH 8,None,10/17/1995,PIEDMONT AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,,40.7769,-73.874,175
3602,NEWARK LIBERTY INTL ARPT,B-757-200,None,10/17/1995,AMERICAN AIRLINES,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0,40.6895,-74.1745,206
3603,LOUISVILLE INTL ARPT,BA-125-800,None,10/17/1995,BUSINESS,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,38.186,-85.7412,272
3604,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,10/18/1995,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Approach,Large,Unknown bird - large,Day,0,0,0,120.0,39.0508,-84.6673,263
3605,AUSTIN-BERGSTROM INTL,MD-80,None,10/18/1995,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,30.1975,-97.6664,144
3606,FORT LAUDERDALE/HOLLYWOOD INTL,A-310,None,10/19/1995,FEDEX EXPRESS,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,135.0,26.0742,-80.1506,93
3607,LOGAN INTL,B-737-400,None,10/19/1995,US AIRWAYS*,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,155.0,42.3656,-71.0096,146
3608,NEWARK LIBERTY INTL ARPT,MD-80,None,10/19/1995,AMERICAN AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,40.6895,-74.1745,206
3609,HONOLULU INTL ARPT,B-737,None,10/19/1995,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Night,0,0,0,130.0,21.3186,-157.9253,135
3610,LIHUE ARPT,B-737,None,10/20/1995,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,21.9788,-159.3438,217
3611,LIHUE ARPT,B-737,None,10/20/1995,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,,21.9788,-159.3438,217
3612,LAGUARDIA NY,BA-31 JETSTR,Minor,10/21/1995,ATLANTIC COAST AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,160.0,40.7769,-73.874,175
3613,LAGUARDIA NY,BA-31 JETSTR,None,10/21/1995,ATLANTIC COAST AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,135.0,40.7769,-73.874,175
3614,PHILADELPHIA INTL,B-737-200,None,10/22/1995,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,39.8729,-75.2437,225
3615,SEATTLE-TACOMA INTL,MD-80,None,10/24/1995,ALASKA AIRLINES,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,,47.448,-122.3088,103
3616,GREATER PITTSBURGH,FOKKER F100,Minor,10/25/1995,US AIRWAYS*,Pennsylvania,Approach,Large,Canada goose,Dawn,0,0,0,210.0,40.3565,-79.9193,289
3617,NEWARK LIBERTY INTL ARPT,B-737-300,None,10/25/1995,CONTINENTAL AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6895,-74.1745,206
3618,NEWARK LIBERTY INTL ARPT,B-727,None,10/25/1995,CONTINENTAL AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0,40.6895,-74.1745,206
3619,NEWARK LIBERTY INTL ARPT,DC-10,None,10/25/1995,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6895,-74.1745,206
3620,NEWARK LIBERTY INTL ARPT,B-737-300,None,10/25/1995,CONTINENTAL AIRLINES,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,240.0,40.6895,-74.1745,206
3621,NEWARK LIBERTY INTL ARPT,B-727,None,10/25/1995,CONTINENTAL AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,145.0,40.6895,-74.1745,206
3622,NEWARK LIBERTY INTL ARPT,B-757-200,None,10/25/1995,DELTA AIR LINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,200.0,40.6895,-74.1745,206
3623,PHILADELPHIA INTL,BA-31 JETSTR,None,10/25/1995,ATLANTIC COAST AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,39.8729,-75.2437,225
3624,PHILADELPHIA INTL,B-727,None,10/25/1995,UPS AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,210.0,39.8729,-75.2437,225
3625,GREATER PITTSBURGH,B-737-400,None,10/25/1995,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Night,0,0,0,,40.3565,-79.9193,289
3626,NEWARK LIBERTY INTL ARPT,DC-10,None,10/25/1995,FEDEX EXPRESS,New Jersey,Descent,Small,Unknown bird - small,Night,0,0,0,170.0,40.6895,-74.1745,206
3627,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,10/26/1995,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0,32.5019,-93.6571,435
3628,NEWARK LIBERTY INTL ARPT,A-310,None,10/26/1995,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0,40.6895,-74.1745,206
3629,PHILADELPHIA INTL,B-727,None,10/26/1995,UPS AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0,39.8729,-75.2437,225
3630,PHILADELPHIA INTL,B-737-300,None,10/26/1995,US AIRWAYS*,Pennsylvania,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,39.8729,-75.2437,225
3631,CHARLESTON AFB/INTL ARPT,B-727,None,10/26/1995,DELTA AIR LINES,South Carolina,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0,32.894268,-80.038159,242
3632,NEWARK LIBERTY INTL ARPT,B-727,None,10/26/1995,FEDEX EXPRESS,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,200.0,40.6895,-74.1745,206
3633,BALTIMORE WASH INTL,B-737-200,None,10/27/1995,US AIRWAYS*,Maryland,Climb,Large,Unknown bird - large,Day,0,0,0,,39.17329,-76.68408,201
3634,PHOENIX SKY HARBOR,B-737,None,10/27/1995,AMERICA WEST AIRLINES,Arizona,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,33.4352,-112.0101,111
3635,FORT LAUDERDALE/HOLLYWOOD INTL,B-727,None,10/27/1995,AMERICAN AIRLINES,Florida,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,,26.0742,-80.1506,93
3636,DALLAS/FORT WORTH INTL ARPT,B-767-300,None,10/27/1995,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,137.0,32.8998,-97.0403,908
3637,DALLAS/FORT WORTH INTL ARPT,B-767,None,10/27/1995,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
3638,EPPLEY AIRFIELD,B-737-300,None,10/27/1995,BUSINESS,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0,41.3015,-95.8945,118
3639,GEORGE BUSH INTERCONTINENTAL,ATR-42,None,10/27/1995,EXPRESSJET (CONTINENTAL EXPRS),Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,,29.9902,-95.3368,134
3640,LOS ANGELES INTL,DC-10,None,10/27/1995,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Night,0,0,0,200.0,33.9416,-118.4085,166
3641,PHILADELPHIA INTL,DC-9-30,None,10/28/1995,US AIRWAYS*,Pennsylvania,Descent,Medium,Unknown bird - medium,Dusk,0,0,0,250.0,39.8729,-75.2437,225
3642,SALT LAKE CITY INTL,B-767,None,10/28/1995,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.7899,-111.9791,236
3643,LOUISVILLE INTL ARPT,B-757-200,None,10/28/1995,UPS AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0,38.186,-85.7412,272
3644,RONALD REAGAN WASHINGTON NATL,B-737-200,None,10/28/1995,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Night,0,0,0,200.0,38.8512,-77.0402,219
3645,RONALD REAGAN WASHINGTON NATL,B-757-200,None,10/29/1995,UNITED AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0,38.8512,-77.0402,219
3646,GREATER PITTSBURGH,B-737,None,10/29/1995,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,40.3565,-79.9193,289
3647,SAN FRANCISCO INTL ARPT,B-757-200,None,10/30/1995,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135.0,37.6213,-122.379,146
3648,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,SAAB-340,None,10/30/1995,COMAIR AIRLINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,,39.0508,-84.6673,263
3649,PORTLAND INTL (OR),B-737-300,Minor,10/31/1995,UNITED AIRLINES,Oregon,Landing Roll,Medium,American crow,Day,0,0,0,,45.5898,-122.5951,245
3650,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,10/31/1995,US AIRWAYS*,North Carolina,Climb,Small,Rock pigeon,Day,0,0,0,150.0,35.2144,-80.9473,269
3651,SALT LAKE CITY INTL,B-737-200,Minor,11/1/1995,DELTA AIR LINES,Utah,Approach,Large,Unknown bird - large,Night,0,0,0,190.0,40.7899,-111.9791,236
3652,LOS ANGELES INTL,EMB-120,None,11/1/1995,BUSINESS,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,,33.9416,-118.4085,166
3653,SEATTLE-TACOMA INTL,MD-80,None,11/1/1995,ALASKA AIRLINES,Washington,Approach,Small,Unknown bird - small,Night,0,0,0,,47.448,-122.3088,103
3654,PORTLAND INTL (OR),MD-80,None,11/2/1995,AMERICAN AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,,45.5898,-122.5951,245
3655,CHARLOTTE/DOUGLAS INTL ARPT,PA-34 SENECA,Minor,11/2/1995,PRIVATELY OWNED,North Carolina,Approach,Small,Rock pigeon,Day,0,152,152,120.0,35.2144,-80.9473,269
3656,MINETA SAN JOSE INTL,B-737-300,None,11/2/1995,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,100.0,37.3639,-121.9289,120
3657,NEWARK LIBERTY INTL ARPT,MD-80,None,11/2/1995,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Small,Rock pigeon,Day,0,0,0,100.0,40.6895,-74.1745,206
3658,NEWARK LIBERTY INTL ARPT,MD-80,None,11/2/1995,CONTINENTAL AIRLINES,New Jersey,Take-off run,Small,Rock pigeon,Day,0,0,0,,40.6895,-74.1745,206
3659,SEATTLE-TACOMA INTL,MD-80,None,11/2/1995,ALASKA AIRLINES,Washington,Approach,Small,Unknown bird - small,Dusk,0,0,0,,47.448,-122.3088,103
3660,LOGAN INTL,B-737-300,None,11/3/1995,CONTINENTAL AIRLINES,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,42.3656,-71.0096,146
3661,SACRAMENTO INTL,B-737-300,None,11/3/1995,SOUTHWEST AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0,38.575764,-121.478851,352
3662,LAGUARDIA NY,MD-80,None,11/3/1995,AMERICAN AIRLINES,New York,Approach,Small,Rock pigeon,Day,0,0,0,135.0,40.7769,-73.874,175
3663,SACRAMENTO INTL,B-737-300,None,11/4/1995,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,,38.575764,-121.478851,352
3664,LOGAN INTL,DC-9,None,11/4/1995,US AIRWAYS*,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,42.3656,-71.0096,146
3665,PHILADELPHIA INTL,B-737-400,None,11/4/1995,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,39.8729,-75.2437,225
3666,NASHVILLE INTL,DC-9-30,None,11/4/1995,US AIRWAYS*,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0,36.1263,-86.6774,297
3667,PHILADELPHIA INTL,B-737-400,None,11/4/1995,US AIRWAYS*,Pennsylvania,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,,39.8729,-75.2437,225
3668,ORLANDO INTL,B-727-200,None,11/5/1995,DELTA AIR LINES,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,80.0,28.4179,-81.3041,153
3669,PHILADELPHIA INTL,B-737-400,None,11/5/1995,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,39.8729,-75.2437,225
3670,METRO OAKLAND INTL,B-737-300,None,11/5/1995,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160.0,37.7126,-122.2197,106
3671,PHILADELPHIA INTL,DC-9-30,Substantial,11/5/1995,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Night,0,0,0,200.0,39.8729,-75.2437,225
3672,RONALD REAGAN WASHINGTON NATL,B-737-300,None,11/6/1995,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,38.8512,-77.0402,219
3673,BALTIMORE WASH INTL,DHC8 DASH 8,None,11/6/1995,ALLEGHENYAIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,100.0,39.17329,-76.68408,201
3674,NEWARK LIBERTY INTL ARPT,ATR-42,None,11/6/1995,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,40.6895,-74.1745,206
3675,NEW ORLEANS INTL,B-737-300,None,11/7/1995,US AIRWAYS*,Louisiana,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,135.0,29.9911,-90.2592,183
3676,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737,None,11/7/1995,DELTA AIR LINES,Kentucky,Landing Roll,Small,European starling,Day,0,0,0,120.0,39.0508,-84.6673,263
3677,NASHVILLE INTL,MD-82,None,11/7/1995,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,36.1263,-86.6774,297
3678,CHICAGO O'HARE INTL ARPT,HAWKER 800,None,11/8/1995,UNKNOWN,Illinois,Approach,Large,Canada goose,Day,0,0,0,,41.9803,-87.909,430
3679,GREATER PITTSBURGH,FOKKER F28 MK 4000,None,11/8/1995,US AIRWAYS*,Pennsylvania,Climb,Large,Unknown bird - large,Night,0,0,0,210.0,40.3565,-79.9193,289
3680,TETERBORO AIRPORT,CL-600,None,11/9/1995,BUSINESS,New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,40.8583,-74.0615,59
3681,LOS ANGELES INTL,DC-10,None,11/9/1995,NORTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,,33.9416,-118.4085,166
3682,CHICAGO O'HARE INTL ARPT,MD-80,None,11/9/1995,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Dusk,0,0,0,170.0,41.9803,-87.909,430
3683,BALTIMORE WASH INTL,FOKKER F100,None,11/9/1995,US AIRWAYS*,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,160.0,39.17329,-76.68408,201
3684,DALLAS/FORT WORTH INTL ARPT,B-757-200,Substantial,11/10/1995,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,210.0,32.8998,-97.0403,908
3685,CHICAGO O'HARE INTL ARPT,BE-1900,None,11/11/1995,GREAT LAKES AIRLINES,Illinois,Approach,Large,Unknown bird - large,Day,0,0,0,140.0,41.9803,-87.909,430
3686,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,11/11/1995,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,,32.8998,-97.0403,908
3687,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,11/12/1995,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,145.0,32.8998,-97.0403,908
3688,PORTLAND INTL (OR),B-737-300,None,11/13/1995,SOUTHWEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0,45.5898,-122.5951,245
3689,DENVER INTL AIRPORT,B-727,None,11/13/1995,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,39.8493,-104.6738,187
3690,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/13/1995,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,240.0,32.8998,-97.0403,908
3691,MEMPHIS INTL,SAAB-340,None,11/16/1995,PINNACLE,Tennessee,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,200.0,35.1495,-90.049,272
3692,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,11/16/1995,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0,35.2144,-80.9473,269
3693,LIHUE ARPT,DC-9,None,11/16/1995,HAWAIIAN AIR,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,21.9788,-159.3438,217
3694,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/16/1995,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0,32.8998,-97.0403,908
3695,BALTIMORE WASH INTL,FOKKER F100,None,11/17/1995,US AIRWAYS*,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,150.0,39.17329,-76.68408,201
3696,MEMPHIS INTL,B-727,None,11/18/1995,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,35.1495,-90.049,272
3697,HOUSTON-HOBBY,B-737-200,Substantial,11/18/1995,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0,29.6459,-95.2769,151
3698,CHARLESTON AFB/INTL ARPT,CITATION II,None,11/18/1995,BUSINESS,South Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0,32.894268,-80.038159,242
3699,NASHVILLE INTL,MD-82,None,11/18/1995,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0,36.1263,-86.6774,297
3700,LOGAN INTL,B-737-400,None,11/18/1995,US AIRWAYS*,Massachusetts,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,135.0,42.3656,-71.0096,146
3701,BALTIMORE WASH INTL,A-320,Minor,11/19/1995,UNITED AIRLINES,Maryland,Landing Roll,Large,White-tailed deer,Night,0,0,0,,39.17329,-76.68408,201
3702,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,11/21/1995,US AIRWAYS*,North Carolina,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,90.0,35.2144,-80.9473,269
3703,SALT LAKE CITY INTL,B-767,None,11/22/1995,DELTA AIR LINES,Utah,Take-off run,Large,Unknown bird - large,Day,0,0,0,,40.7899,-111.9791,236
3704,HONOLULU INTL ARPT,L-1011,Minor,11/23/1995,DELTA AIR LINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,150.0,21.3186,-157.9253,135
3705,NASHVILLE INTL,B-737-200,None,11/24/1995,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0,36.1263,-86.6774,297
3706,PHILADELPHIA INTL,B-747-1/200,None,11/24/1995,UPS AIRLINES,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,170.0,39.8729,-75.2437,225
3707,PORTLAND INTL (OR),DORNIER 328,Minor,11/25/1995,HORIZON AIR,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,45.5898,-122.5951,245
3708,CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,11/27/1995,NORTHWEST AIRLINES,North Carolina,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,145.0,35.2144,-80.9473,269
3709,PHOENIX SKY HARBOR,B-737-300,None,11/30/1995,SOUTHWEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0,33.4352,-112.0101,111
3710,NASHVILLE INTL,HAWKER 1000,Medium,11/30/1995,BUSINESS,Tennessee,Climb,Small,Unknown bird - small,Dawn,0,0,0,150.0,36.1263,-86.6774,297
3711,HONOLULU INTL ARPT,B-737-400,None,12/2/1995,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Night,0,0,0,132.0,21.3186,-157.9253,135
3712,CHARLESTON AFB/INTL ARPT,C-17A,None,12/5/1995,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,130.0,32.894268,-80.038159,242
3713,MINETA SAN JOSE INTL,C-152,None,12/6/1995,BUSINESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,90.0,37.3639,-121.9289,120
3714,HOUSTON-HOBBY,DC-9-30,None,12/6/1995,NORTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,29.6459,-95.2769,151
3715,SACRAMENTO INTL,MD-80,None,12/7/1995,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,38.575764,-121.478851,352
3716,SACRAMENTO INTL,MERLIN III,Medium,12/9/1995,SKYWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,,38.575764,-121.478851,352
3717,NEW ORLEANS INTL,B-737-500,None,12/9/1995,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,141.0,29.9911,-90.2592,183
3718,NASHVILLE INTL,B-737-200,None,12/9/1995,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,160.0,36.1263,-86.6774,297
3719,CHICAGO O'HARE INTL ARPT,MD-88,Substantial,12/10/1995,DELTA AIR LINES,Illinois,Approach,Large,Canada goose,Night,0,0,0,210.0,41.9803,-87.909,430
3720,LAGUARDIA NY,B-757-200,Minor,12/10/1995,DELTA AIR LINES,New York,Approach,Large,Unknown bird - large,Night,0,0,0,140.0,40.7769,-73.874,175
3721,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,12/10/1995,US AIRWAYS*,North Carolina,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,100.0,35.2144,-80.9473,269
3722,ATLANTA INTL,B-737,Substantial,12/12/1995,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,,33.6407,-84.4277,211
3723,SEATTLE-TACOMA INTL,B-737-300,None,12/12/1995,SOUTHWEST AIRLINES,Washington,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0,47.448,-122.3088,103
3724,SEATTLE-TACOMA INTL,B-737-300,Minor,12/13/1995,SOUTHWEST AIRLINES,Washington,Approach,Large,Canada goose,Night,0,0,0,145.0,47.448,-122.3088,103
3725,CHARLOTTE/DOUGLAS INTL ARPT,DC-9,None,12/14/1995,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0,35.2144,-80.9473,269
3726,LAGUARDIA NY,DHC8 DASH 8,Minor,12/16/1995,ALLEGHENYAIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0,40.7769,-73.874,175
3727,MINETA SAN JOSE INTL,MD-83,None,12/16/1995,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,220.0,37.3639,-121.9289,120
3728,NEW ORLEANS INTL,B-737-200,None,12/16/1995,US AIRWAYS*,Louisiana,Take-off run,Small,Unknown bird - small,Night,0,0,0,,29.9911,-90.2592,183
3729,SACRAMENTO INTL,BE-90  KING,Minor,12/18/1995,JAPAN AIRLINES,California,Approach,Large,Canada goose,Day,0,0,0,160.0,38.575764,-121.478851,352
3730,ATLANTA INTL,B-737-200,None,12/18/1995,DELTA AIR LINES,Georgia,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,120.0,33.6407,-84.4277,211
3731,NASHVILLE INTL,LEARJET-35,None,12/18/1995,BUSINESS,Tennessee,Approach,Small,European starling,Day,0,0,0,132.0,36.1263,-86.6774,297
3732,MEMPHIS INTL,A-320,None,12/19/1995,NORTHWEST AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,,35.1495,-90.049,272
3733,NEW ORLEANS INTL,B-727-200,None,12/19/1995,DELTA AIR LINES,Louisiana,Landing Roll,Small,Killdeer,Night,0,0,0,,29.9911,-90.2592,183
3734,NEW ORLEANS INTL,B-727-200,None,12/19/1995,DELTA AIR LINES,Louisiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,,29.9911,-90.2592,183
3735,LOS ANGELES INTL,L-1011,Substantial,12/20/1995,DELTA AIR LINES,California,Take-off run,Small,Rock pigeon,Day,0,457389,457389,90.0,33.9416,-118.4085,166
