,Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots,latitude,longitude,Count
3736,JOHN F KENNEDY INTL,BA-41 JETSTR,None,12/21/1995,TRANS STATES AIRLINES,New York,Climb,Medium,Herring gull,Day,0,0,0,,40.6413,-73.7781,216
3737,LIHUE ARPT,B-737-200,None,12/22/1995,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0,21.9788,-159.3438,217
3738,LIHUE ARPT,B-737-200,None,12/24/1995,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0,21.9788,-159.3438,217
3739,METRO OAKLAND INTL,B-737-500,None,12/24/1995,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0,37.7126,-122.2197,106
3740,SACRAMENTO INTL,B-737-300,None,12/26/1995,SOUTHWEST AIRLINES,California,Climb,Large,Unknown bird - large,Dawn,0,0,0,160.0,38.575764,-121.478851,352
3741,BALTIMORE WASH INTL,C-210 CENTUR,Minor,12/28/1995,BUSINESS,Maryland,Landing Roll,Large,White-tailed deer,Night,0,0,0,,39.17329,-76.68408,201
3742,CHICAGO O'HARE INTL ARPT,B-737-300,None,12/28/1995,UNITED AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0,41.9803,-87.909,430
3743,SACRAMENTO INTL,BA-31 JETSTR,None,12/29/1995,TRANS STATES AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,,38.575764,-121.478851,352
3744,SACRAMENTO INTL,B-737,None,12/30/1995,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,38.575764,-121.478851,352
3745,PHILADELPHIA INTL,B-737-200,None,12/30/1995,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,160.0,39.8729,-75.2437,225
3746,METRO OAKLAND INTL,B-737,None,12/31/1995,SOUTHWEST AIRLINES,California,Approach,Large,Unknown bird - large,Day,0,0,0,140.0,37.7126,-122.2197,106
3747,RONALD REAGAN WASHINGTON NATL,DC-9-30,None,12/31/1995,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,38.8512,-77.0402,219
3748,LIHUE ARPT,BELL-206,Substantial,1/2/1996,BUSINESS,Hawaii,Climb,Medium,Unknown bird - medium,Day,1856,2970,4826,80.0,21.9788,-159.3438,217
3749,SACRAMENTO INTL,B-737,Substantial,1/2/1996,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0,38.575764,-121.478851,352
3750,LIHUE ARPT,DC-9,None,1/2/1996,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Night,0,0,0,180.0,21.9788,-159.3438,217
3751,DALLAS/FORT WORTH INTL ARPT,MD-80,None,1/3/1996,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,140.0,32.8998,-97.0403,908
3752,PHOENIX SKY HARBOR,B-757-200,Minor,1/3/1996,DELTA AIR LINES,Arizona,Approach,Medium,Mallard,Night,0,0,0,135.0,33.4352,-112.0101,111
3753,HONOLULU INTL ARPT,DC-9,Minor,1/3/1996,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,21.3186,-157.9253,135
3754,ATLANTA INTL,B-767,None,1/4/1996,DELTA AIR LINES,Georgia,Approach,Large,Unknown bird - large,Day,0,0,0,140.0,33.6407,-84.4277,211
3755,MEMPHIS INTL,B-727,None,1/5/1996,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0,35.1495,-90.049,272
3756,NASHVILLE INTL,BE-58  BARON,None,1/5/1996,PRIVATELY OWNED,Tennessee,Climb,Small,European starling,Dawn,0,0,0,155.0,36.1263,-86.6774,297
3757,SACRAMENTO INTL,B-737-300,None,1/8/1996,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0,38.575764,-121.478851,352
3758,NASHVILLE INTL,DC-9-30,None,1/9/1996,ABX AIR,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,,36.1263,-86.6774,297
3759,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,1/9/1996,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,,32.8998,-97.0403,908
3760,NASHVILLE INTL,PA-34 SENECA,None,1/9/1996,BUSINESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,100.0,36.1263,-86.6774,297
3761,MEMPHIS INTL,DC-9-30,None,1/10/1996,ABX AIR,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,80.0,35.1495,-90.049,272
3762,NASHVILLE INTL,B-737,None,1/11/1996,DELTA AIR LINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0,36.1263,-86.6774,297
3763,NASHVILLE INTL,B-737,None,1/11/1996,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0,36.1263,-86.6774,297
3764,NASHVILLE INTL,B-737-200,None,1/11/1996,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Dawn,0,0,0,140.0,36.1263,-86.6774,297
3765,CHICAGO O'HARE INTL ARPT,MD-80,None,1/12/1996,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,,41.9803,-87.909,430
3766,NASHVILLE INTL,MD-82,None,1/13/1996,AMERICAN AIRLINES,Tennessee,Climb,Small,European starling,Dawn,0,0,0,180.0,36.1263,-86.6774,297
3767,DENVER INTL AIRPORT,B-737,None,1/14/1996,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,,39.8493,-104.6738,187
3768,NASHVILLE INTL,B-737-200,None,1/14/1996,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Dawn,0,0,0,135.0,36.1263,-86.6774,297
3769,ATLANTIC CITY INTL,GULFAERO III,None,1/17/1996,GOVERNMENT,New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,39.4528,-74.5714,86
3770,NASHVILLE INTL,B-737-200,None,1/17/1996,DELTA AIR LINES,Tennessee,Approach,Small,European starling,Dawn,0,0,0,125.0,36.1263,-86.6774,297
3771,NASHVILLE INTL,MD-88,None,1/19/1996,DELTA AIR LINES,Tennessee,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,150.0,36.1263,-86.6774,297
3772,JOHN F KENNEDY INTL,B-757-200,Substantial,1/19/1996,DELTA AIR LINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,,40.6413,-73.7781,216
3773,CHICAGO O'HARE INTL ARPT,MD-83,None,1/19/1996,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,132.0,41.9803,-87.909,430
3774,RONALD REAGAN WASHINGTON NATL,DHC7 DASH 7,None,1/19/1996,PIEDMONT AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,122.0,38.8512,-77.0402,219
3775,NASHVILLE INTL,BE-200 KING,None,1/19/1996,BUSINESS,Tennessee,Approach,Small,Unknown bird - small,Dawn,0,0,0,110.0,36.1263,-86.6774,297
3776,DALLAS/FORT WORTH INTL ARPT,MD-80,None,1/23/1996,AMERICAN AIRLINES,Texas,Take-off run,Small,Eastern meadowlark,Day,0,0,0,100.0,32.8998,-97.0403,908
3777,NASHVILLE INTL,FOKKER F100,None,1/24/1996,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Dawn,0,0,0,160.0,36.1263,-86.6774,297
3778,WILL ROGERS WORLD ARPT,B-727,None,1/25/1996,DELTA AIR LINES,Oklahoma,Take-off run,Large,Coyote,Night,0,0,0,,35.3931,-97.6006,83
3779,HONOLULU INTL ARPT,DC-9,None,1/26/1996,HAWAIIAN AIR,Hawaii,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,,21.3186,-157.9253,135
3780,GEORGE BUSH INTERCONTINENTAL,B-737,None,1/26/1996,CONTINENTAL AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,29.9902,-95.3368,134
3781,RONALD REAGAN WASHINGTON NATL,B-737-300,Substantial,1/27/1996,US AIRWAYS*,DC,Climb,Medium,Ring-billed gull,Day,0,0,0,150.0,38.8512,-77.0402,219
3782,LIHUE ARPT,DC-9-50,None,1/27/1996,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,21.9788,-159.3438,217
3783,JOHN F KENNEDY INTL,B-767,None,1/29/1996,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.6413,-73.7781,216
3784,NEW ORLEANS INTL,MD-80,None,1/29/1996,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,115.0,29.9911,-90.2592,183
3785,SEATTLE-TACOMA INTL,FOKKER F28 MK 1000,None,1/30/1996,HORIZON AIR,Washington,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,,47.448,-122.3088,103
3786,CHICAGO O'HARE INTL ARPT,FOKKER F100,None,1/30/1996,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,180.0,41.9803,-87.909,430
3787,DENVER INTL AIRPORT,BE-1900,None,1/30/1996,GREAT LAKES AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,190.0,39.8493,-104.6738,187
3788,LIHUE ARPT,DC-9-50,None,1/30/1996,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,130.0,21.9788,-159.3438,217
3789,LOGAN INTL,MD-82,None,1/31/1996,AMERICAN AIRLINES,Massachusetts,Approach,Large,Unknown bird - large,Day,0,0,0,140.0,42.3656,-71.0096,146
3790,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1/31/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,145.0,32.5019,-93.6571,435
3791,GREATER PITTSBURGH,B-757-200,None,1/31/1996,US AIRWAYS*,Pennsylvania,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,120.0,40.3565,-79.9193,289
3792,CHICAGO O'HARE INTL ARPT,B-757-200,None,2/4/1996,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,,41.9803,-87.909,430
3793,RONALD REAGAN WASHINGTON NATL,B-737-300,None,2/12/1996,US AIRWAYS*,DC,Approach,Medium,Ring-billed gull,Night,0,0,0,140.0,38.8512,-77.0402,219
3794,LIHUE ARPT,DC-9-50,None,2/12/1996,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,21.9788,-159.3438,217
3795,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2/20/1996,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,130.0,32.5019,-93.6571,435
3796,CHARLOTTE/DOUGLAS INTL ARPT,DC-9-30,None,2/21/1996,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0,35.2144,-80.9473,269
3797,SACRAMENTO INTL,T-38A,None,2/21/1996,MILITARY,California,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,175.0,38.575764,-121.478851,352
3798,ATLANTA INTL,MD-88,None,2/22/1996,DELTA AIR LINES,Georgia,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,120.0,33.6407,-84.4277,211
3799,SACRAMENTO INTL,C-402,Minor,2/23/1996,BUSINESS,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,,38.575764,-121.478851,352
3800,CHICAGO O'HARE INTL ARPT,MD-80,None,2/24/1996,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,150.0,41.9803,-87.909,430
3801,ORLANDO INTL,MD-80,None,2/25/1996,CONTINENTAL AIRLINES,Florida,Approach,Large,Unknown bird - large,Day,0,0,0,160.0,28.4179,-81.3041,153
3802,NEWARK LIBERTY INTL ARPT,MD-88,Substantial,2/25/1996,DELTA AIR LINES,New Jersey,Approach,Large,Canada goose,Night,0,0,0,150.0,40.6895,-74.1745,206
3803,ORLANDO INTL,DHC8 DASH 8,None,2/25/1996,PIEDMONT AIRLINES,Florida,Descent,Large,Unknown bird - large,Night,0,0,0,220.0,28.4179,-81.3041,153
3804,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2/26/1996,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Dusk,0,0,0,110.0,32.5019,-93.6571,435
3805,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Minor,2/28/1996,ATLANTIC COAST AIRLINES,DC,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,110.0,38.9531,-77.4565,256
3806,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2/28/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,135.0,32.5019,-93.6571,435
3807,DALLAS/FORT WORTH INTL ARPT,ATR-42,None,2/28/1996,ATLANTIC SOUTHEAST,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,,32.8998,-97.0403,908
3808,SACRAMENTO INTL,MD-80,None,2/28/1996,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,165.0,38.575764,-121.478851,352
3809,DENVER INTL AIRPORT,B-737-500,None,3/2/1996,UNITED AIRLINES,Colorado,Climb,Medium,Red-tailed hawk,Day,0,0,0,160.0,39.8493,-104.6738,187
3810,RONALD REAGAN WASHINGTON NATL,MD-90-30,None,3/2/1996,DELTA AIR LINES,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,38.8512,-77.0402,219
3811,MINETA SAN JOSE INTL,B-737-300,None,3/3/1996,AMERICA WEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,37.3639,-121.9289,120
3812,SAN ANTONIO INTL,B-737-300,None,3/3/1996,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,210.0,29.5312,-98.4683,158
3813,ATLANTA INTL,MD-80,None,3/4/1996,AMERICAN AIRLINES,Georgia,Landing Roll,Small,Unknown bird - small,Night,0,0,0,100.0,33.6407,-84.4277,211
3814,PHILADELPHIA INTL,MD-80,Medium,3/7/1996,NORTHWEST AIRLINES,Pennsylvania,Approach,Large,Canada goose,Night,0,0,0,130.0,39.8729,-75.2437,225
3815,RONALD REAGAN WASHINGTON NATL,MD-90-30,None,3/7/1996,DELTA AIR LINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,,38.8512,-77.0402,219
3816,MEMPHIS INTL,B-727-200,None,3/7/1996,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,,35.1495,-90.049,272
3817,SAN FRANCISCO INTL ARPT,A-320,None,3/7/1996,AIR CANADA,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0,37.6213,-122.379,146
3818,DALLAS/FORT WORTH INTL ARPT,MD-80,None,3/9/1996,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,32.8998,-97.0403,908
3819,METRO OAKLAND INTL,MD-82,Minor,3/11/1996,ALASKA AIRLINES,California,Climb,Large,Canada goose,Day,0,0,0,180.0,37.7126,-122.2197,106
3820,DALLAS/FORT WORTH INTL ARPT,B-737-300,None,3/11/1996,US AIRWAYS*,Texas,Approach,Large,Unknown bird - large,Night,0,0,0,200.0,32.8998,-97.0403,908
3821,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,3/11/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,166.0,32.5019,-93.6571,435
3822,LIHUE ARPT,B-737,None,3/11/1996,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,21.9788,-159.3438,217
3823,NASHVILLE INTL,BA-31 JETSTR,None,3/11/1996,AMERICAN EAGLE AIRLINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,130.0,36.1263,-86.6774,297
3824,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,3/12/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,32.8998,-97.0403,908
3825,ORLANDO INTL,L-1011,None,3/13/1996,DELTA AIR LINES,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,150.0,28.4179,-81.3041,153
3826,BALTIMORE WASH INTL,B-737-300,None,3/14/1996,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Day,0,0,0,160.0,39.17329,-76.68408,201
3827,DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,3/16/1996,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,140.0,32.8998,-97.0403,908
3828,WASHINGTON DULLES INTL ARPT,DC-9-30,Substantial,3/16/1996,US AIRWAYS*,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,128.0,38.9531,-77.4565,256
3829,ATLANTA INTL,MD-88,None,3/17/1996,DELTA AIR LINES,Georgia,Approach,Large,Canada goose,Day,0,0,0,140.0,33.6407,-84.4277,211
3830,SACRAMENTO INTL,B-727,None,3/17/1996,DELTA AIR LINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,38.575764,-121.478851,352
3831,PHILADELPHIA INTL,MD-80,None,3/20/1996,TRANS WORLD AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,,39.8729,-75.2437,225
3832,MEMPHIS INTL,C-141B,None,3/21/1996,MILITARY,Tennessee,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,15.0,35.1495,-90.049,272
3833,NEW ORLEANS INTL,B-727-200,None,3/21/1996,AMERICAN AIRLINES,Louisiana,Landing Roll,Small,Cattle egret,Day,0,0,0,,29.9911,-90.2592,183
3834,MINETA SAN JOSE INTL,MD-80,None,3/22/1996,AMERICAN AIRLINES,California,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,110.0,37.3639,-121.9289,120
3835,SAN ANTONIO INTL,MD-82,None,3/22/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,29.5312,-98.4683,158
3836,GREATER PITTSBURGH,B-757-200,None,3/23/1996,UPS AIRLINES,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,130.0,40.3565,-79.9193,289
3837,CLEVELAND-HOPKINS INTL ARPT,B-737-200,Minor,3/24/1996,SOUTHWEST AIRLINES,Ohio,Approach,Large,Unknown bird - large,Night,0,0,0,250.0,41.4058,-81.8539,98
3838,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,3/24/1996,ATLANTIC COAST AIRLINES,DC,Approach,Large,Canada goose,Night,0,0,0,170.0,38.9531,-77.4565,256
3839,GREATER PITTSBURGH,B-737-300,None,3/24/1996,US AIRWAYS*,Pennsylvania,Approach,Small,European starling,Day,0,0,0,140.0,40.3565,-79.9193,289
3840,CHARLESTON AFB/INTL ARPT,MD-88,Minor,3/26/1996,DELTA AIR LINES,South Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,,32.894268,-80.038159,242
3841,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,3/29/1996,ATLANTIC COAST AIRLINES,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,90.0,38.9531,-77.4565,256
3842,KANSAS CITY INTL,B-737-500,Substantial,3/31/1996,CONTINENTAL AIRLINES,Missouri,Take-off run,Large,Unknown bird - large,Day,0,0,0,128.0,39.3036,-94.7093,187
3843,SALT LAKE CITY INTL,B-727-200,Substantial,3/31/1996,TRANS WORLD AIRLINES,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,,40.7899,-111.9791,236
3844,DENVER INTL AIRPORT,B-737,None,4/1/1996,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,39.8493,-104.6738,187
3845,RONALD REAGAN WASHINGTON NATL,DHC8 DASH 8,None,4/1/1996,PIEDMONT AIRLINES,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,,38.8512,-77.0402,219
3846,GEORGE BUSH INTERCONTINENTAL,B-727-200,None,4/2/1996,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0,29.9902,-95.3368,134
3847,HOUSTON-HOBBY,B-737-200,None,4/3/1996,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0,29.6459,-95.2769,151
3848,JOHN F KENNEDY INTL,BA-41 JETSTR,None,4/3/1996,TRANS STATES AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,,40.6413,-73.7781,216
3849,TETERBORO AIRPORT,C-414,None,4/3/1996,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.8583,-74.0615,59
3850,LIHUE ARPT,DC-9-50,None,4/3/1996,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Dawn,0,0,0,140.0,21.9788,-159.3438,217
3851,LAMBERT-ST LOUIS INTL,BA-41 JETSTR,None,4/7/1996,TRANS STATES AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,,38.7499,-90.3748,189
3852,LIHUE ARPT,B-737,None,4/9/1996,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,21.9788,-159.3438,217
3853,WASHINGTON DULLES INTL ARPT,MD-88,None,4/11/1996,DELTA AIR LINES,DC,Climb,Small,Rock pigeon,Dusk,0,0,0,,38.9531,-77.4565,256
3854,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,4/11/1996,MILITARY,Louisiana,Take-off run,Small,Cattle egret,Night,0,0,0,150.0,32.5019,-93.6571,435
3855,LOUISVILLE INTL ARPT,DC-8-70,None,4/12/1996,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,38.186,-85.7412,272
3856,FORT LAUDERDALE/HOLLYWOOD INTL,MD-80,None,4/13/1996,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,175.0,26.0742,-80.1506,93
3857,AUSTIN-BERGSTROM INTL,B-737-500,None,4/15/1996,SOUTHWEST AIRLINES,Texas,Approach,Large,Unknown bird - large,Night,0,0,0,210.0,30.1975,-97.6664,144
3858,PHOENIX SKY HARBOR,A-320,None,4/15/1996,AMERICA WEST AIRLINES,Arizona,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,,33.4352,-112.0101,111
3859,PHOENIX SKY HARBOR,B-737,None,4/15/1996,SOUTHWEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Night,0,0,0,210.0,33.4352,-112.0101,111
3860,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,4/16/1996,ATLANTIC COAST AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,160.0,38.9531,-77.4565,256
3861,BARKSDALE AIR FORCE BASE ARPT,A-10A,None,4/17/1996,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0,32.5019,-93.6571,435
3862,PORTLAND INTL (OR),DC-8-62,None,4/17/1996,ABX AIR,Oregon,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,120.0,45.5898,-122.5951,245
3863,DALLAS/FORT WORTH INTL ARPT,FOKKER F28 MK 1000,None,4/17/1996,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,32.8998,-97.0403,908
3864,NEW ORLEANS INTL,B-737-300,None,4/18/1996,UNITED AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,,29.9911,-90.2592,183
3865,GEORGE BUSH INTERCONTINENTAL,B-737,None,4/19/1996,US AIRWAYS*,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,,29.9902,-95.3368,134
3866,CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,None,4/21/1996,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,35.2144,-80.9473,269
3867,CHICAGO O'HARE INTL ARPT,FOKKER F100,None,4/21/1996,AMERICAN AIRLINES,Illinois,Take-off run,Small,Savannah sparrow,Day,0,0,0,,41.9803,-87.909,430
3868,ATLANTA INTL,B-727,None,4/21/1996,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,185.0,33.6407,-84.4277,211
3869,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,4/22/1996,DELTA AIR LINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,180.0,39.0508,-84.6673,263
3870,ATLANTA INTL,B-767-300,None,4/23/1996,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,130.0,33.6407,-84.4277,211
3871,ATLANTA INTL,B-767,None,4/23/1996,BUSINESS,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,136.0,33.6407,-84.4277,211
3872,LAMBERT-ST LOUIS INTL,DC-9,None,4/23/1996,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,38.7499,-90.3748,189
3873,PHILADELPHIA INTL,B-737-200,Medium,4/25/1996,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0,39.8729,-75.2437,225
3874,KANSAS CITY INTL,B-737-200,None,4/25/1996,SOUTHWEST AIRLINES,Missouri,Approach,Small,European starling,Day,0,0,0,135.0,39.3036,-94.7093,187
3875,LAMBERT-ST LOUIS INTL,B-737-300,None,4/26/1996,SOUTHWEST AIRLINES,Missouri,Climb,Large,Unknown bird - large,Night,0,0,0,210.0,38.7499,-90.3748,189
3876,DALLAS/FORT WORTH INTL ARPT,MD-82,None,4/26/1996,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,190.0,32.8998,-97.0403,908
3877,PHOENIX SKY HARBOR,B-737-200,None,4/26/1996,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,130.0,33.4352,-112.0101,111
3878,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,4/27/1996,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,,39.0508,-84.6673,263
3879,TETERBORO AIRPORT,BE-36,None,4/28/1996,UNKNOWN,New Jersey,Take-off run,Large,Great blue heron,Day,0,0,0,,40.8583,-74.0615,59
3880,NEW ORLEANS INTL,MD-80,None,4/28/1996,US AIRWAYS*,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,0,0,280.0,29.9911,-90.2592,183
3881,PORT COLUMBUS INTL,FOKKER F100,None,4/28/1996,AMERICAN AIRLINES,Ohio,Descent,Medium,Unknown bird - medium,Day,0,0,0,180.0,39.9999,-82.8872,112
3882,MINNEAPOLIS-ST PAUL INTL,B-737-200,Substantial,4/30/1996,UNITED AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Day,59399,22275,81674,,44.8848,-93.2223,103
3883,PORT COLUMBUS INTL,DC-9,None,5/2/1996,NORTHWEST AIRLINES,Ohio,Approach,Large,Unknown bird - large,Night,0,0,0,,39.9999,-82.8872,112
3884,PORT COLUMBUS INTL,FOKKER F100,None,5/2/1996,US AIRWAYS*,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0,39.9999,-82.8872,112
